stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
6065,,"RENE CASSIN",,49.135429,6.166355,,https://services.lemet.fr/fr/biv/arret/7385,0,,1
26,,"CASERNE",,49.125038,6.180377,,https://services.lemet.fr/fr/biv/arret/105998,0,,1
214,,"CASINO",,49.116462,6.141333,,https://services.lemet.fr/fr/biv/arret/1585,0,,1
207,,"CASINO",,49.116590,6.141350,,https://services.lemet.fr/fr/biv/arret/1585,0,,1
332,,"CASTORS",,49.128455,6.145880,,https://services.lemet.fr/fr/biv/arret/1490,0,,1
319,,"CASTORS",,49.128528,6.145790,,https://services.lemet.fr/fr/biv/arret/1490,0,,1
5081,,"CEDRE BLEU",,49.033846,6.158180,,https://services.lemet.fr/fr/biv/arret/28060,0,,1
5082,,"CEDRE BLEU",,49.033781,6.158202,,https://services.lemet.fr/fr/biv/arret/28060,0,,1
609,,"CEDRES",,49.127402,6.211912,,https://services.lemet.fr/fr/biv/arret/1557,0,,1
597,,"CEDRES",,49.127435,6.211657,,https://services.lemet.fr/fr/biv/arret/1557,0,,1
626,,"CENTRALE",,49.155053,6.185996,,https://services.lemet.fr/fr/biv/arret/7279,0,,2
618,,"CENTRALE",,49.154657,6.186342,,https://services.lemet.fr/fr/biv/arret/7279,0,,2
6030,,"DOCTEUR CHARCOT",,49.148334,6.166976,,https://services.lemet.fr/fr/biv/arret/1629,0,,1
6035,,"DOCTEUR CHARCOT",,49.148333,6.166976,,https://services.lemet.fr/fr/biv/arret/1629,0,,1
